subject_ID age gender site ggnetage resnetage bbnetage obbnetage svmage lmmmeanage lmmquantage lmmnobiasage meancombinedage mediancombinedage agedif_ggnet agedif_resnet agedif_bbnet agedif_obbnet agedif_svm agedif_lmmmean agedif_lmmquant agedif_lmmnobias agedif_meancombined agedif_mediancombined trainData ggnetage_meansite agedif_ggnet_meansite ggnetage_mediansite agedif_ggnet_mediansite ggnetage_pct ggnetage_quantile agedif_ggnet_quantile resnetage_meansite agedif_resnet_meansite resnetage_mediansite agedif_resnet_mediansite resnetage_pct resnetage_quantile agedif_resnet_quantile bbnetage_meansite agedif_bbnet_meansite bbnetage_mediansite agedif_bbnet_mediansite bbnetage_pct bbnetage_quantile agedif_bbnet_quantile svmage_meansite agedif_svm_meansite svmage_mediansite agedif_svm_mediansite svmage_pct svmage_quantile agedif_svm_quantile lmmmeanage_meansite agedif_lmmmean_meansite lmmmeanage_mediansite agedif_lmmmean_mediansite lmmmeanage_pct lmmmeanage_quantile agedif_lmmmean_quantile lmmquantage_meansite agedif_lmmquant_meansite lmmquantage_mediansite agedif_lmmquant_mediansite lmmquantage_pct lmmquantage_quantile agedif_lmmquant_quantile lmmnobiasage_meansite agedif_lmmnobias_meansite lmmnobiasage_mediansite agedif_lmmnobias_mediansite lmmnobiasage_pct lmmnobiasage_quantile agedif_lmmnobias_quantile obbnetage_meansite agedif_obbnet_meansite obbnetage_mediansite agedif_obbnet_mediansite obbnetage_pct obbnetage_quantile agedif_obbnet_quantile
sub1010 37 f 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1011 32.42 f 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1012 49.02 m 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1014 24.34 f 9 38.6857452392578 34.0461120605469 43.3488388061523 46.9508895874023 37.7676081787485 35.2412580801194 37 32.6828166492544 39.0057788503182 37.7676081787485 -14.3457452392578 -9.70611206054688 -19.0088388061523 -22.6108895874023 -13.4276081787485 -10.9012580801194 -12.66 -8.3428166492544 -14.6657788503182 -13.4276081787485 0 37.6071807203824 -13.2671807203824 35.6950804948295 -11.3550804948295 0.639622641509434 38 -13.66 32.3763197714114 -8.03631977141142 29.0352121417103 -4.69521214171031 0.594339622641509 34 -9.66 43.2365538647215 -18.8965538647215 42.8623297139584 -18.5223297139584 0.722641509433962 45 -20.66 35.1310213973959 -10.7910213973959 32.5424646495005 -8.20246464950049 0.637735849056604 37.6926037735849 -13.3526037735849 35.2412580801194 -10.9012580801194 32.6828166492545 -8.34281664925448 0.610586011342155 35 -10.66 34.5037529245512 -10.1637529245512 31.7438340814236 -7.40383408142359 0.643396226415094 38 -13.66 35.2412580801193 -10.9012580801193 32.6828166492544 -8.34281664925441 0.621928166351607 36 -11.66 46.8773437012748 -22.5373437012748 47.4977389227598 -23.1577389227598 0.739622641509434 46 -21.66
sub1015 40.04 f 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1016 24.6352 f 15 33.3646469116211 27.5522937774658 36.5796813964844 36.5796813964844 29.454110563176 23.4014859313245 26 23.7342416632663 30.4188428537937 29.454110563176 -8.72944691162109 -2.91709377746582 -11.9444813964844 -11.9444813964844 -4.81891056317603 1.2337140686755 -1.3648 0.900958336733702 -5.78364285379374 -4.81891056317603 0 24.9552841018015 -0.32008410180152 25.8643922075344 -1.22919220753441 0.564150943396226 32 -7.3648 24.9413883223025 -0.306188322302543 25.845342048495 -1.21014204849498 0.443396226415094 27 -2.3648 24.7481914166875 -0.112991416687464 25.5804823637133 -0.945282363713318 0.624528301886792 36 -11.3648 23.410694478576 1.224505521424 23.746865948912 0.888334051088037 0.39622641509434 26 -1.3648 23.4014859313245 1.23371406867549 23.7342416632664 0.900958336733623 0.24952741020794 23 1.6352 23.2298933333333 1.40530666666667 23.499 1.1362 0.430188679245283 27 -2.3648 23.4014859313245 1.23371406867555 23.7342416632663 0.900958336733702 0.340264650283554 24.88 -0.244799999999998 24.7481914166875 -0.112991416687464 25.5804823637133 -0.945282363713318 0.624528301886792 36 -11.3648
sub1017 51 f 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1018 19 m 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1019 18 m 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub102 24 m 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1021 17 m 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1022 85.74 m 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1023 45.39 m 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1024 19 m 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1025 66.28 m 9 66.1469650268555 66.686149597168 62.1898803710938 64.0920639038086 58.2304804040519 63.9662628875175 65.2523828125 69.2551423765561 63.7948835718565 64.0920639038086 0.133034973144532 -0.406149597167968 4.09011962890625 2.18793609619141 8.04951959594807 2.3137371124825 1.0276171875 -2.97514237655609 2.48511642814354 2.18793609619141 0 68.8979650962887 -2.61796509628867 75.5341254708524 -9.25412547085243 0.947169811320755 68 -1.72 68.2643364812144 -1.98433648121441 74.7273972472712 -8.44739724727118 0.943396226415094 67.2658490566038 -0.985849056603783 64.5592629569196 1.72073704308042 70.0101428313829 -3.73014283138286 0.915094339622642 63 3.28 63.5856112096666 2.69438879033336 68.7705013035834 -2.49050130358336 0.933962264150943 65.3108490566038 0.969150943396215 63.9662628875175 2.3137371124825 69.2551423765561 -2.97514237655614 0.939508506616257 66.6866729678639 -0.406672967863912 65.615697575715 0.664302424285012 71.3551825014279 -5.07518250142786 0.935849056603774 65.9011698113208 0.378830188679245 63.9662628875175 2.31373711248254 69.2551423765561 -2.97514237655608 0.948960302457467 68.1800189035917 -1.90001890359167 66.8862034199896 -0.60620341998964 72.9727750444685 -6.69277504446846 0.935849056603774 65.9011698113208 0.378830188679245
sub1026 37 f 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1027 33.92 m 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1028 43 m 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1029 21 m 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1030 49.4 f 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1031 59.15 f 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1032 39 m 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1033 31 f 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1034 34 f 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1036 18 m 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1037 22 m 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1038 25 f 1 24.5084800720215 26.3757514953613 26.8764228820801 26.8764228820801 20.4107496735481 18.2628967631432 20 21.363243311219 23.330103395462 24.5084800720215 0.491519927978516 -1.37575149536133 -1.87642288208008 -1.87642288208008 4.58925032645188 6.7371032368568 5 3.636756688781 1.66989660453796 0.491519927978516 0 23.3666336107443 1.63336638925574 22.8985652021115 2.10143479788846 0.333962264150943 24.1856981132075 0.814301886792457 26.5027005719976 -1.50270057199759 23.8419665569796 1.15803344302036 0.381132075471698 25.7003773584906 -0.70037735849057 23.6608097327288 1.33919026727119 22.9870601722378 2.01293982776219 0.320754716981132 24 1 17.6489360354763 7.35106396452372 21.178549747761 3.82145025223898 0.0716981132075472 20 5 18.2628967631432 6.73710323685681 21.363243311219 3.63675668878098 0.0623818525519849 20 5 20.0131348609427 4.98686513905731 21.8897553446693 3.11024465533068 0.1 20 5 18.2628967631431 6.73710323685689 21.363243311219 3.63675668878101 0.241965973534972 23 2 23.640804473942 1.35919552605803 22.981042128466 2.01895787153395 0.320754716981132 24 1
sub1039 21 f 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub104 54.74 f 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1040 25 m 2 29.7477474212646 28.8268699645996 35.3495712280273 35.3495712280273 27.2641953902308 25.7320289134182 24 21.1300764277849 29.467140592224 28.8268699645996 -4.74774742126465 -3.82686996459961 -10.3495712280273 -10.3495712280273 -2.26419539023077 -0.732028913418201 1 3.8699235722151 -4.46714059222399 -3.82686996459961 0 29.8578185005601 -4.85781850056012 26.1122035709993 -1.11220357099934 0.49622641509434 29 -4 28.9600981957678 -3.96009819576778 25.0330974581828 -0.0330974581828194 0.484905660377358 28.9565849056604 -3.95658490566038 34.1837910376087 -9.18379103760873 31.3122457040392 -6.31224570403917 0.6 34 -9 25.7830104166955 -0.783010416695532 21.2140740663207 3.78592593367927 0.335849056603774 24.3815845283019 0.618415471698114 25.6766394829751 -0.676639482975069 21.0862107171339 3.91378928286608 0.351606805293006 25 0 24.9419847494834 0.0580152505165721 20.2031178323141 4.79688216768593 0.320754716981132 24 1 25.6570635328578 -0.657063532857794 21.0626794153209 3.9373205846791 0.226843100189036 22.7818714555766 2.21812854442344 33.939905475373 -8.93990547537297 31.0190826780595 -6.01908267805952 0.6 34 -9
sub1041 22 m 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1042 30 f 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1043 83.46 m 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1045 29 f 8 29.9211521148682 36.086742401123 29.8633842468262 29.8633842468262 30.4356252268962 28.3363342927831 27 28.1920602205176 30.2152317899033 29.8633842468262 -0.921152114868164 -7.08674240112305 -0.863384246826172 -0.863384246826172 -1.43562522689619 0.6636657072169 2 0.8079397794824 -1.21523178990326 -0.863384246826172 0 28.2198384747667 0.780161525233257 28.0102192558645 0.989780744135459 0.50188679245283 29 0 35.3606407509094 -6.36064075090938 36.0990181412077 -7.0990181412077 0.630188679245283 37 -8 29.4127179030228 -0.412717903022767 29.3614626339179 -0.361462633917899 0.452830188679245 28 1 29.2681528937392 -0.268152893739245 29.197705504014 -0.197705504014028 0.432075471698113 27 2 29.1189760866671 -0.118976086667118 29.0287243245749 -0.0287243245749167 0.419659735349716 26.7862381852552 2.2137618147448 27.6258043299038 1.37419567009621 27.3373224939871 1.66267750601287 0.460377358490566 28 1 28.9195600689794 0.0804399310206243 28.8028342916046 0.197165708395374 0.521739130434783 30 -1 28.9547337589076 0.0452662410924383 28.8426775603134 0.15732243968661 0.452830188679245 28 1
sub1046 23 f 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1048 19 f 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1049 54.19 f 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub105 19 f 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1050 82 f 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1051 50 m 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1052 20 m 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1053 24 f 2 21.8082656860352 23.4740428924561 27.4574089050293 27.4574089050293 28.2474603768701 27.1304557995272 24.8719140625 22.8126503262671 25.7781366610639 27.1304557995272 2.19173431396484 0.525957107543945 -3.4574089050293 -3.4574089050293 -4.24746037687011 -3.1304557995272 -0.8719140625 1.1873496737329 -1.77813666106387 -3.1304557995272 0 21.4513978419254 2.54860215807457 16.0072523170137 7.99274768298632 0.158490566037736 21 3 23.2436222058519 0.756377794148065 18.1615984494643 5.83840155053568 0.19811320754717 22 2 24.8716580200288 -0.871658020028825 20.1185814758969 3.8814185241031 0.356603773584906 25 -1 26.9731480043713 -2.97314800437125 22.6446808367119 1.35531916328807 0.360377358490566 25 -1 27.08254577504 -3.08254577503997 22.7761826000417 1.22381739995832 0.385633270321361 26 -2 25.7947069423362 -1.79470694233618 21.2281338934742 2.77186610652581 0.349056603773585 25 -1 27.0629038876727 -3.06290388767266 22.7525720382529 1.24742796174707 0.30812854442344 24 0 24.7612324020428 -0.761232402042843 19.9858441870731 4.0141558129269 0.356603773584906 25 -1
sub1054 31.81 m 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1055 55.09 m 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
sub1056 25.93 f 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
