subject_ID	age	score_scaleQuant
sub1883	22	21
sub1886	23	23
sub1916	23	24
sub1932	45.86	51
sub1934	32	25
sub1945	20	21
sub1955	21	19
sub1961	20	25
sub1965	40	40.004
sub1968	54	39
sub1974	23	34
sub1979	20	20
sub1988	81	76.1689999999999
sub1991	49	46
sub1995	22	24
sub2	19	21
sub2009	19	20
sub2018	26	24
sub2021	23	27
sub2025	47.35	55.609
sub2027	53.33	52
sub2029	30	31.996
sub2044	38.89	43
sub2051	20	19
sub2052	57.75	55
sub2059	28	23
sub2060	23	28
sub2061	27	23.5013275
sub2063	35	41
sub2079	65	55
sub2084	54	53.56275
sub2088	38	31
sub2089	56	59
sub2092	38	43.34
sub2094	25.71	30
sub2100	34	29
sub2101	27	18
sub2105	37	32
sub2107	26	28
sub2110	51	59
sub2111	29	25
sub2116	27	20
sub2123	24	24
sub2126	64.58	75.8225
sub2128	29	26
sub2132	27	23
sub2137	27	37
sub2144	46	43
sub2155	43	46
sub2157	58	55
sub2158	20	24.29656
sub216	51	41
sub2160	20	22
sub2165	26	31.7715
sub2167	25	23
sub2169	24	18
sub2170	31	24.85
sub2174	42	33.28175
sub2178	56	44.468
sub2184	22	21
sub2185	21	19
sub2186	58	52
sub219	53	61
sub2198	33	47
sub2200	34	30
sub2202	72.83	79.2255000000001
sub2203	40	33
sub2207	44	40
sub221	20	26
sub2212	25	21
sub2214	59.13	62.008
sub2216	31	28
sub2218	23	24.4072025
sub2219	29	22
sub222	22	19
sub2223	58	50.56875
sub223	18	19
sub2235	24	24
sub2236	23	26.30875
sub2240	29	26.888
sub2246	23	23
sub2248	85	72.542
sub2254	52	41
sub2258	53.41	47
sub2268	43.53	35.46575
sub2280	24	22
sub2293	55	42.1605
sub2295	27	30
sub2298	57	68.50925
sub23	24	25
sub2310	21	21
sub2312	36	30
sub2314	44	45
sub232	59	59.71025
sub234	61.49	60.5925
sub2355	70	90
sub2356	43	45
sub236	59.73	62.3355
sub2362	69	70.62375
sub2364	51	35
sub2384	32	22
sub2388	24.37	28
sub2389	80.84	73
sub2395	51	54
sub2398	47	40
sub2401	49	50
sub2403	20	20
sub2429	31	31
sub2436	22	29
sub2440	26	31
sub2444	26	26
sub245	51	56.566
sub2451	25	22
sub2453	20.07	29
sub246	30	22
sub2461	38.23	49
sub2465	67.77	65.033
sub2466	54.69	52.6525
sub2468	18	18
sub2473	23	18
sub2476	28	27
sub2479	20	23
sub2482	67	61.1975
sub2486	26	26
sub2494	44	40
sub2497	30	31
sub2502	58.79	57
sub2506	58.37	58.822
sub2512	52.53	66.435
sub2522	22	21
sub2541	63.42	66.91
sub2542	32	32
sub255	20.7	22
sub2553	43	36
sub2556	48.55	49
sub2557	46	38
sub2567	38	50
sub2571	40	45
sub2574	29	26
sub2590	41.82	49.75
sub2596	45.7	46
sub2601	46	39.04
sub2603	47	47.0475
sub2606	66.95	74
sub2608	19.98	34
sub261	24	22
sub2615	18	20
sub262	55.54	55
sub2626	21	18
sub2628	51	45.28
sub2631	30	24.92
sub2636	22	24
sub2642	20	26
sub2643	19	20
sub2648	22.642	25
sub265	29.28	33.934
sub2657	65.1	88
sub2658	20.93	20
sub2665	28	47
sub2686	47	38.6395
sub2697	30	29
sub2698	46	43
sub2700	24	21.1575
sub2708	26.52	23
sub2709	40	50
sub2710	21	20
sub2714	63	65.5075
sub272	53	47
sub2722	52	67.4275
sub2730	26	21
sub2733	26	20
sub2735	21	19
sub2740	21	19
sub2746	24	24
sub2747	22	23
sub2748	70.84	78.03325
sub2749	42.97	44
sub2757	29.11	31
sub2774	53	63.874
sub2788	21	27
sub2792	23	23.68121
sub2804	20.91	28
sub2815	25.02	19
sub2818	22	27
sub2822	43	32
sub2823	53	46.162
sub2828	32	23
sub2834	20	22
sub284	67.74	74
sub2842	23	22
sub2851	25	27
sub2853	64	59.9685
sub2855	36	36
sub2870	28	27
sub2878	23	20
sub288	43	42
sub2890	40.81	37.434
sub2902	20	26
sub2911	23	24
sub2917	45.62	55.244
sub2925	21	21
sub2932	61	48
sub2938	54	57.839
sub2940	22	24
sub2942	24	20
sub2953	23	19
sub2959	55	56
sub2969	54.19	52
sub298	23	21
sub2992	69.33	75
sub2994	18	23
sub2998	27	26
sub3	24	20
sub300	26	22
sub3006	30	41
sub3008	19	19
sub3018	27	24
sub3043	23	20
sub3046	24	34
sub3052	48	35.003
sub3053	19	20
sub3057	44	44
sub3065	44.92	41.164
sub3066	59.89	61
sub3067	41	37
sub3080	28	23
sub3093	26	30
sub3094	19	25
sub3095	46	50
sub31	22	21
sub3101	26	27
sub3102	36	31.4375
sub3114	30.18	29
sub3121	25	26
sub3125	32	30
sub313	27	29
sub3131	26.78	24
sub3142	58	52
sub3162	44	49
sub317	66.33	69.0035
sub3180	24	24
sub3182	21	26
sub3184	43	51
sub319	53	59.32
sub3193	28	30
sub3196	20	21
sub3197	23	25
sub3220	30	30
sub3221	26	25.10075
sub3222	31	21
sub3226	55	50
sub3231	43	46.43375
sub3237	23	28
sub3239	28.61	33
sub3244	20	20
sub3247	32.94	36
sub3253	24	24
sub3263	43	46
sub3264	23	18
sub3273	24	23
sub3275	35	30
sub3276	65	58.40375
sub3278	34	29
sub328	37	39
sub3283	27.1	26
sub3290	58	55
sub3295	24.34	22
sub33	80.17	80.625
sub331	18	20
sub350	59.74	64.8045
sub363	48.1	42
sub369	21	25
sub374	59	58
sub376	28.37	34
sub379	24	24.62076
sub382	29	35.983
sub386	25	26
sub388	46	47
sub389	19	26
sub394	18	22
sub417	21	21
sub418	58	53
sub419	21	25
sub430	37	51.7955
sub447	57	60.3400000000001
sub451	29	34
sub460	25	22
sub467	25	19
sub488	68.13	69.776
sub49	26	20
sub499	21	19
sub5	48	47
sub500	37	35
sub503	43	31
sub504	25	23
sub516	52.89	64
sub519	54	50
sub523	69.13	60.9095
sub526	33	35
sub534	26.58	25
sub537	18	21
sub540	32	27
sub543	22	22
sub545	21	19
sub552	74.01	77
sub556	31	37
sub560	51	48
sub561	25	25
sub565	19	22
sub575	18	18
sub581	41.1	30.4385
sub584	44	49
sub585	26	23
sub590	21	19
sub596	33.59	33
sub597	31	33
sub609	33.83	33
sub619	30	22.4225
sub623	43	56
sub625	20	21
sub638	21	19
sub654	22	24
sub656	49	53.041
sub660	22	20
sub661	27	24
sub671	22	22
sub673	25	26
sub678	63.87	64.4835
sub680	43	49.139
sub686	24	19
sub70	64	72.068
sub701	19	23
sub709	24	23
sub710	68.27	70.11
sub717	19	22
sub732	31	25
sub733	22	21
sub742	21	23
sub75	53	50
sub759	26	18
sub76	25.46	30
sub760	56	67.97375
sub765	63.97	64
sub773	26	25
sub775	18	18
sub777	47	41.98875
sub778	48.05	45
sub801	55	63
sub805	22	22
sub82	33	29
sub822	21	21
sub840	19	22
sub846	73.56	71.881
sub848	28	35
sub85	22	22
sub855	60.92	67.0405
sub862	25	27.16125
sub864	27	28.208
sub87	43	57.0525
sub874	26	30
sub881	38	28.865
sub888	22	23
sub893	24	23
sub897	38	46
sub899	22	28.49375
sub90	33	31
sub914	28	32
sub916	25	26
sub917	60	63.513
sub920	27	30
sub925	45	48
sub930	43.16	42.711
sub936	68	62
sub955	30	25
sub960	24.7474	19
sub961	26	22
sub963	37.14	52
sub964	38.78	53
sub967	48.1	51
sub975	75	68.12
sub978	21	20
sub982	38	48
