subject_ID	age	score_scaleQuant
sub2188	23	26.0724390243902
sub2196	72.01	70.0026829268293
sub2205	28.57	27.8258536585366
sub2209	28.51	29
sub2224	27	23.9358536585366
sub2231	52.53	39.3653658536585
sub2238	21	20
sub2249	45	42
sub225	48	53
sub2253	19	21
sub2267	49.04	50
sub227	35.81	40
sub2278	26	22
sub2284	65.41	59.7378048780488
sub2285	25	22
sub229	29.34	30
sub2297	31	30.3314634146342
sub2299	30	33
sub2302	24	31
sub231	41	42.9890243902439
sub2335	25	22
sub2344	62.09	53
sub2361	23	21
sub237	18	20
sub2376	18	18
sub2378	50	52
sub2385	33.59	30
sub2387	22	23
sub2390	24	18
sub2400	37	46
sub2408	21	20
sub244	69.07	72
sub2442	44	43.3429268292683
sub2446	46	45
sub2447	18	23
sub2448	27	28
sub2456	23	27
sub2459	17	21
sub2462	59	59.9046341463415
sub2467	20	22
sub2471	25	19
sub2478	27	23
sub249	48	60.8860975609756
sub2498	23	25
sub250	60.41	63.42
sub2500	18	25
sub2508	34	24
sub2510	26	27
sub2525	60.46	58
sub2528	28.12	42
sub2529	78	75
sub253	20	25.1475609756098
sub2533	25	23
sub2535	29	23.4729268292683
sub2539	56	49
sub2540	33	34
sub2544	38.94	49
sub2554	20	21.1548780487805
sub2569	19	19
sub2570	26	33
sub2578	18	23
sub2579	23	19
sub2582	20	22
sub2589	37	25
sub2599	22	24
sub2609	41	45
sub2610	36	34.099756097561
sub2612	30	35
sub2617	21	22
sub2630	26	24
sub2637	24.62	27
sub2638	50	54
sub2640	18	24.7526243902439
sub2663	29	24
sub267	59	59.4546341463415
sub2670	55.58	61
sub2678	52	54
sub2679	39.4	33
sub2687	24	21
sub2692	23	20
sub2694	42	44
sub2696	20	27
sub2701	21	22
sub2727	24	24
sub2734	21	19
sub275	30	36.6631707317073
sub2751	51	46.2707317073171
sub2752	22	23
sub2754	28	30
sub2759	23	26
sub2760	29	30.6729268292683
sub2762	22	27.3470731707317
sub2766	55	48.5280487804878
sub2768	18	28
sub2769	19	21
sub2770	21.38	24
sub2775	24	26
sub2777	18	19
sub2786	28	30
sub2799	20	25.6117073170732
sub2801	26	27
sub2802	47	32.6829268292683
sub2807	22	24
sub2808	21	24
sub2814	24	28
sub282	23	19
sub2829	21	22
sub2835	27	26
sub2840	30	33
sub2841	20	22
sub2849	19	19
sub2854	66.02	68
sub2856	22	21
sub286	29	29.7678048780488
sub2860	61.59	64
sub2868	68.85	55
sub2869	53.67	56
sub2875	21	18
sub2877	23	20
sub2888	33	42
sub2889	67.16	63.68
sub2898	23	25
sub2901	58	56
sub2907	28	33
sub291	46	38.6224390243903
sub292	37	32
sub2928	19	22
sub2930	71.66	73.0136585365854
sub2937	47	42
sub294	22.53	20.4131707317073
sub2946	55	59
sub2949	22	20
sub2950	26	23
sub2951	58.78	55.1626829268293
sub2957	35	31
sub2967	23	19
sub2978	73.54	74.0058536585366
sub2997	21	21
sub3009	70.71	60.5751219512195
sub3012	25.66	21
sub3013	25.53	23
sub3021	30	25
sub3030	22	19
sub3034	73.18	61.0273170731707
sub3035	41.12	43.9648780487805
sub3037	20	25
sub305	21	25
sub3059	28	27
sub306	63.88	53
sub3060	20	20
sub3072	20	22
sub308	47	55
sub3081	21	24
sub3083	24	24
sub3085	23	24.3253658536585
sub3087	57	52
sub3099	52	58
sub3103	26	25
sub3104	59.84	65.779756097561
sub3112	61	59
sub312	22.41	28
sub3126	63.84	57
sub3136	45	48
sub3149	47	41
sub3158	24.85	23.0370731707317
sub316	22	28.7221951219512
sub3160	20	18.5121951219512
sub3163	59.22	55.5721951219512
sub3164	63	46
sub3170	58	68.6175609756098
sub3175	35.02	31.7026829268293
sub3202	25	22
sub3209	21	28
sub3210	30	26
sub3217	67.82	64.9439024390244
sub3218	46	47
sub3229	45	53
sub3230	21	19.5151219512195
sub3234	33	35
sub3240	24.7666	21
sub3246	57	58
sub3249	44	49.3841463414634
sub325	27	25
sub3255	71	80.8117073170732
sub3270	23	26
sub3272	22	30.0870731707317
sub3279	33	31
sub3284	54	52.5248780487805
sub3287	21	24
sub3291	51	50
sub3296	43.08	49
sub330	66.53	64.6363414634147
sub334	24	24
sub34	52	58.6643902439024
sub341	24	26
sub343	65	63.1958536585366
sub352	20	22
sub353	23	21
sub356	23	30
sub36	23	22
sub361	50	45.2631707317073
sub367	83.56	90
sub368	80	86.0195121951219
sub371	27	19
sub377	23	30
sub384	24	22.77
sub387	18	24
sub39	41	39.019512195122
sub391	25	24
sub395	67.46	64.0853658536585
sub396	50.02	45
sub399	42	39
sub4	28	31
sub402	62.43	56.9804878048781
sub407	23	26
sub408	59	50
sub410	61	55
sub413	23	22
sub414	67.85	70.9963414634146
sub428	19	20
sub456	25	24
sub473	47	51
sub476	70.5	66.6209756097561
sub483	54.61	49.8634146341463
sub485	41	31
sub493	38	39
sub494	50.57	56
sub505	22	23.6354243902439
sub531	49	47
sub532	22	20
sub55	28	29.2758536585366
sub551	57	52
sub555	22	23
sub559	22	19
sub563	21	23
sub566	47	52
sub567	25	31
sub57	24	29
sub572	50	43
sub578	25	22
sub586	26	25
sub588	65.33	55
sub589	19	19
sub592	46	46
sub594	29.26	29
sub608	57	57.0290243902439
sub617	25	24
sub620	29	27
sub631	22.65	23
sub642	32	31
sub647	52	58
sub65	42	37.7124390243902
sub653	68.12	73
sub666	25	22
sub670	77	78.0273170731707
sub674	46.37	47
sub689	58.28	69.080243902439
sub691	39	31
sub694	75	71
sub695	42	55
sub699	33	24
sub705	35	35
sub707	22	30
sub72	43	41.9621951219512
sub738	75.83	75.8785365853659
sub744	47	48
sub745	43	41.0756097560976
sub747	20	21
sub756	34.37	33
sub787	26	30
sub791	21	32
sub797	21	28
sub799	41.51	41
sub802	23	23
sub803	29	26
sub804	21	23
sub806	34	53.8719512195122
sub808	41.2	41.770487804878
sub817	34	36
sub820	59.26	69.6921951219512
sub821	45.3	43
sub823	52	58.2909756097561
sub831	56	44
sub834	42.63	47
sub841	44	50
sub845	22	23
sub847	46	37
sub853	56	54.5231707317073
sub86	44.88	50
sub860	30	31.420487804878
sub861	55	51
sub863	70	68.3236585365854
sub867	21	23
sub868	48	51
sub870	55.66	60
sub872	42	46.660243902439
sub891	26	21.9122048780488
sub898	23	22
sub902	53	56
sub911	29	34.5619512195122
sub913	22.43	24
sub915	44.85	53.41
sub92	27	26.8868292682927
sub939	23	33.59
sub944	21	18
sub946	18	19
sub947	29	32
sub96	61	59
sub962	22	31
sub98	74	82
sub984	18	18
sub99	35	33
sub990	20	22
