subject_ID	age	score_scaleQuant
sub2981	36	40
sub2983	27	28.4912994350282
sub2987	54	56
sub2993	65.91	57
sub3005	19	22
sub3019	23	21
sub3025	23	23
sub3029	49	45
sub3044	27	22
sub3051	37.21	46.4489830508475
sub3054	25	27
sub3062	30	31.38
sub3068	39	42
sub3071	22	25
sub3077	23	20
sub3078	28	26
sub3084	62.51	64.7529001883239
sub3086	50	59
sub3091	30	32
sub3098	80	74.01
sub310	26	26
sub3119	50	53
sub3120	25	20
sub3122	29	30
sub3124	22	18
sub3141	50	45
sub3144	17	22
sub3153	24	33
sub3155	22	21.1749529190207
sub3171	63.19	69.6678154425612
sub3172	49.37	46.0215442561205
sub3178	62	65
sub3179	23	24
sub3190	47	43
sub3195	24	22
sub3199	29	28
sub32	25	22
sub320	26	32
sub321	56	64
sub3214	50	48.1
sub3219	76.52	71
sub3227	27	38
sub3228	46	47
sub3238	36	40
sub3245	62	52.2949152542373
sub3251	30	31
sub3257	22	21
sub3269	48	46
sub3271	24.14	26
sub3274	39	31
sub3277	27	25
sub3280	30	35.4158757062147
sub3288	24	24
sub3294	30	24
sub335	52	51
sub338	25	27
sub345	23.35	19.9607156308851
sub349	39	37.0815442561205
sub358	27	29.9947269303201
sub362	23	21
sub366	41.23	30.4294538606403
sub370	23	36
sub383	22	22
sub397	21	23
sub401	59	51
sub404	19	19
sub409	29	23
sub415	20	22
sub416	35	28
sub423	22	20
sub439	19	24.3618079096045
sub445	50	47
sub457	25	27
sub462	47	44.2350282485876
sub464	24	24
sub469	24	26
sub490	28	26
sub508	61	52.6634086629002
sub512	25	21
sub52	20	20
sub522	20	29
sub524	21	26
sub529	39.04	45
sub535	22	20
sub549	24	23.6619962335216
sub550	62	59
sub558	21	25
sub571	28	27
sub573	66	58
sub582	58	58
sub583	27	29
sub593	43	34.0786440677966
sub601	26	27
sub603	66.9	66.33
sub604	57.07	59.74
sub607	25	24.5482604519774
sub612	31	35
sub616	32	29.6374011299435
sub618	25	22
sub622	79.41	75.9481355932203
sub632	29	37
sub645	28	23
sub648	23	30
sub649	27.84	23
sub651	86.2	90
sub658	64	62.3249152542373
sub66	41	41
sub663	57	61
sub683	35	29
sub684	26.58	24.85
sub685	21	21
sub690	28	26
sub692	33	26.6004519774011
sub698	42	47
sub706	26	23
sub711	19	21
sub714	28	27
sub715	23	31
sub716	39	28
sub725	62	63.2956120527307
sub73	29	22
sub730	37	30
sub741	46.59	53
sub746	38.59	43
sub750	21	20
sub754	58.28	60.3037476459511
sub758	20	19
sub763	40	52
sub769	46.01	50
sub774	40.53	44
sub78	35.8	28
sub781	27	28
sub792	55	43
sub793	31	29.2532203389831
sub795	73	83.5997740112995
sub809	29.78	47.9514877589454
sub810	24	23
sub811	53	51
sub814	38	33
sub815	65	58.0494350282486
sub824	25	24
sub825	20	29
sub827	21	20
sub832	23	24
sub839	30	30
sub84	39.04	38
sub856	32	34
sub858	54	48
sub859	24	22
sub869	23.0965	23
sub88	21	19
sub884	21	21
sub886	23	23
sub89	28	43
sub900	51.88	54
sub901	59	55
sub905	33.24	24
sub910	69.07	72.1189265536723
sub924	22	27
sub927	19	22
sub928	24	29
sub941	28	26
sub949	21	21
sub97	28	29
sub972	22	26
sub973	23	18
sub977	36	33.92
sub983	22	22
sub985	34.28	37
sub986	39	31
sub988	68	58.7892843691149
sub993	35.52	34
sub999	30	32
