subject_ID	age	score_scaleQuant
sub2385	33.59	30.3013163064833
sub2387	22	18
sub2390	24	20
sub2400	37	50
sub2408	21	24.1034091367137
sub244	69.07	65.9021021611002
sub2442	44	46
sub2446	46	44
sub2447	18	20.0613359528487
sub2448	27	23
sub2456	23	23
sub2459	17	20
sub2462	59	67.0089587426326
sub2467	20	23
sub2471	25	19
sub2478	27	30
sub249	48	51
sub2498	23	20
sub250	60.41	64
sub2500	18	19
sub2508	34	29
sub2510	26	26
sub2525	60.46	61.4410805500982
sub2528	28.12	27
sub2529	78	75.9928683693517
sub253	20	23
sub2533	25	23.7708251473478
sub2535	29	30
sub2539	56	52
sub2540	33	29
sub2544	38.94	51
sub2554	20	21
sub2569	19	21
sub2570	26	38
sub2578	18	28
sub2579	23	22
sub2582	20	29.9671905697446
sub2589	37	35.8081335952849
sub2599	22	22
sub2609	41	47
sub2610	36	24.1034091367137
sub2612	30	47
sub2617	21	29
sub2630	26	22
sub2637	24.62	23
sub2638	50	45.6327308447937
sub2640	18	19
sub2663	29	25.6523436975156
sub267	59	62.8138310412574
sub2670	55.58	59.7629469548134
sub2678	52	42.7612377210216
sub2679	39.4	37
sub2687	24	26
sub2692	23	23
sub2694	42	36
sub2696	20	28
sub2701	21	33
sub2727	24	25
sub2734	21	20
sub275	30	24
sub2751	51	51
sub2752	22	24
sub2754	28	22
sub2759	23	28
sub2760	29	27
sub2762	22	23
sub2766	55	56
sub2768	18	21
sub2769	19	22
sub2770	21.38	22
sub2775	24	22
sub2777	18	18
sub2786	28	30
sub2799	20	21
sub2801	26	21
sub2802	47	41
sub2807	22	20
sub2808	21	26
sub2814	24	22
sub282	23	23
sub2829	21	28
sub2835	27	26
sub2840	30	33.6019842829077
sub2841	20	34
sub2849	19	24.1034091367137
sub2854	66.02	71
sub2856	22	21
sub286	29	35
sub2860	61.59	68.5009823182711
sub2868	68.85	56
sub2869	53.67	56
sub2875	21	18
sub2877	23	23
sub2888	33	31
sub2889	67.16	58
sub2898	23	24
sub2901	58	53
sub2907	28	31
sub291	46	28
sub292	37	25
sub2928	19	24.1034091367137
sub2930	71.66	73.5442436149312
sub2937	47	31
sub294	22.53	26
sub2946	55	58
sub2949	22	19
sub2950	26	23.1378192534381
sub2951	58.78	55
sub2957	35	43
sub2967	23	25
sub2978	73.54	63.2116895874263
sub2997	21	21
sub3009	70.71	59.1359724950884
sub3012	25.66	21
sub3013	25.53	20.9102750491159
sub3021	30	43
sub3030	22	19
sub3034	73.18	74
sub3035	41.12	48
sub3037	20	24
sub305	21	21
sub3059	28	22
sub306	63.88	59.5797838899803
sub3060	20	21
sub3072	20	22
sub308	47	53.7285461689587
sub3081	21	26
sub3083	24	24
sub3085	23	27
sub3087	57	48.0954813359529
sub3099	52	64.6767976424361
sub3103	26	24
sub3104	59.84	74.487485265226
sub3112	61	53
sub312	22.41	22
sub3126	63.84	63.42
sub3136	45	47
sub3149	47	50.3639489194498
sub3158	24.85	46
sub316	22	29
sub3160	20	21
sub3163	59.22	54
sub3164	63	59
sub3170	58	55
sub3175	35.02	31
sub3202	25	29
sub3209	21	32
sub3210	30	28
sub3217	67.82	56
sub3218	46	41.636699410609
sub3229	45	36.689253438114
sub3230	21	24
sub3234	33	31
sub3240	24.7666	20
sub3246	57	60
sub3249	44	34
sub325	27	38.932141453831
sub3255	71	88
sub3270	23	22
sub3272	22	30.0099410609037
sub3279	33	40
sub3284	54	46
sub3287	21	30
sub3291	51	33
sub3296	43.08	45
sub330	66.53	61
sub334	24	25.6523436975156
sub34	52	52.2805500982318
sub341	24	19
sub343	65	60.9552259332024
sub352	20	19
sub353	23	27
sub356	23	24
sub36	23	26
sub361	50	48
sub367	83.56	90
sub368	80	80.2801571709233
sub371	27	26
sub377	23	22
sub384	24	24
sub387	18	27
sub39	41	48
sub391	25	25.6523436975156
sub395	67.46	65
sub396	50.02	48
sub399	42	38.0564833005894
sub4	28	25
sub402	62.43	65
sub407	23	24
sub408	59	47
sub410	61	51.9097053045187
sub413	23	21
sub414	67.85	62
sub428	19	26
sub456	25	22
sub473	47	45
sub476	70.5	69.0585854616896
sub483	54.61	58.3349901768173
sub485	41	22
sub493	38	30
sub494	50.57	70.0274459724951
sub505	22	20
sub531	49	42
sub532	22	21
sub55	28	23
sub551	57	42
sub555	22	24
sub559	22	23
sub563	21	23
sub566	47	55.4394106090374
sub567	25	25
sub57	24	24.1034091367137
sub572	50	35
sub578	25	23
sub586	26	24.7487119842829
sub588	65.33	54
sub589	19	20
sub592	46	46.6211198428291
sub594	29.26	30.6626915520629
sub608	57	55
sub617	25	31.8528487229862
sub620	29	24.1034091367137
sub631	22.65	26
sub642	32	43
sub647	52	64.2037524557956
sub65	42	36
sub653	68.12	66.3237131630648
sub666	25	31
sub670	77	75.4236149312376
sub674	46.37	53
sub689	58.28	62.0579567779961
sub691	39	25.6523436975156
sub694	75	68
sub695	42	59
sub699	33	25
sub705	35	23
sub707	22	33
sub72	43	36.3665618860511
sub738	75.83	78.5956777996071
sub744	47	47.1321611001965
sub745	43	42
sub747	20	21
sub756	34.37	26
sub787	26	29
sub791	21	34
sub797	21	24
sub799	41.51	42.0612966601179
sub802	23	24
sub803	29	31
sub804	21	23
sub806	34	54.6129076620825
sub808	41.2	29
sub817	34	35
sub820	59.26	60.8437131630648
sub821	45.3	37.7578192534381
sub823	52	46.2297445972495
sub831	56	43
sub834	42.63	45
sub841	44	43.9717092337918
sub845	22	26
sub847	46	43
sub853	56	58
sub86	44.88	47
sub860	30	26
sub861	55	40
sub863	70	54
sub867	21	31
sub868	48	33.2380550098232
sub870	55.66	50
sub872	42	45
sub891	26	22
sub898	23	25
sub902	53	53
sub911	29	40
sub913	22.43	22
sub915	44.85	54.19
sub92	27	23
sub939	23	39
sub944	21	19
sub946	18	19
sub947	29	24.1034091367137
sub96	61	57
sub962	22	41
sub98	74	81
sub984	18	19
sub99	35	32
sub990	20	20
