subject_ID	age	score_scaleQuant
sub52	20	21
sub522	20	21
sub524	21	22
sub529	39.04	34
sub535	22	20
sub549	24	23
sub550	62	64
sub558	21	20
sub571	28	23.4473122529644
sub573	66	60.0300790513834
sub582	58	47
sub583	27	35.0125691699605
sub593	43	45.2404686342317
sub601	26	28
sub603	66.9	63.6638735177866
sub604	57.07	60
sub607	25	23
sub612	31	25
sub616	32	33
sub618	25	19
sub622	79.41	83.5101976284585
sub632	29	27
sub645	28	29
sub648	23	27
sub649	27.84	29
sub651	86.2	87.7211067193673
sub658	64	66.198814229249
sub66	41	47
sub663	57	55
sub683	35	18
sub684	26.58	21
sub685	21	19
sub690	28	23
sub692	33	27.5267588932806
sub698	42	31
sub706	26	28
sub711	19	31
sub714	28	21
sub715	23	26
sub716	39	31
sub725	62	61
sub73	29	24.1541827633783
sub730	37	31.998023715415
sub741	46.59	44.2049011857708
sub746	38.59	41.181976284585
sub750	21	26
sub754	58.28	54.6210671936759
sub758	20	18
sub763	40	32
sub769	46.01	64.5643478260869
sub774	40.53	36.1875098814229
sub78	35.8	29.884743083004
sub781	27	24
sub792	55	37
sub793	31	37
sub795	73	75
sub809	29.78	38
sub810	24	25
sub811	53	50
sub814	38	28
sub815	65	52
sub824	25	22.0449928853755
sub825	20	33
sub827	21	18
sub832	23	24.7603652173913
sub839	30	25
sub84	39.04	56.889209486166
sub856	32	29
sub858	54	52
sub859	24	22
sub869	23.0965	28.8760869565217
sub88	21	24
sub884	21	23
sub886	23	20
sub89	28	44
sub900	51.88	45
sub901	59	57.1494071146245
sub905	33.24	23
sub910	69.07	71
sub924	22	25
sub927	19	24
sub928	24	25
sub941	28	27
sub949	21	24.1541827633783
sub97	28	30
sub972	22	22
sub973	23	22
sub977	36	28
sub983	22	24.1541827633783
sub985	34.28	22
sub986	39	45
sub988	68	60.8560079051383
sub993	35.52	43
sub999	30	35
